neighbourhood,total_households,two_parent_families,one_parent_families,prop_single_parent,median_income,unemployment_rate,total_education,bachelors_or_higher,education_rate,assault_2019,assault_rate_2019,assault_2020,assault_rate_2020,assault_2021,assault_rate_2021,assault_2022,assault_rate_2022,assault_2023,assault_rate_2023,assault_2024,assault_rate_2024,breakenter_2019,breakenter_rate_2019,breakenter_2020,breakenter_rate_2020,breakenter_2021,breakenter_rate_2021,breakenter_2022,breakenter_rate_2022,breakenter_2023,breakenter_rate_2023,breakenter_2024,breakenter_rate_2024,homicide_2019,homicide_rate_2019,homicide_2020,homicide_rate_2020,homicide_2021,homicide_rate_2021,homicide_2022,homicide_rate_2022,homicide_2023,homicide_rate_2023,homicide_2024,homicide_rate_2024,robbery_2019,robbery_rate_2019,robbery_2020,robbery_rate_2020,robbery_2021,robbery_rate_2021,robbery_2022,robbery_rate_2022,robbery_2023,robbery_rate_2023,robbery_2024,robbery_rate_2024,shooting_2019,shooting_rate_2019,shooting_2020,shooting_rate_2020,shooting_2021,shooting_rate_2021,shooting_2022,shooting_rate_2022,shooting_2023,shooting_rate_2023,shooting_2024,shooting_rate_2024,cluster,opportunity_index
agincourt-north,27540,4310,995,0.1875589066918002,84000.0,17.3,14525.0,4860.0,0.33459552495697076,81,277.920745849609,74,255.586639404297,62,213.881607055664,78,266.220703125,82,270.877380371094,74,243.213043212891,56,192.142730712891,17,58.7158508300781,18,62.0946617126465,24,81.9140548706055,44,145.348831176758,31,101.886543273926,,0.0,,0.0,,0.0,,0.0,,0.0,2,6.57332563400269,37,126.951446533203,17,58.7158508300781,7,24.1479225158691,11,37.5439453125,14,46.2473564147949,43,141.32649230957,2,6.86224031448364,2,6.90774726867676,,0.0,1,3.41308569908142,1,3.30338263511658,7,23.0066394805908,2,Low Opportunity
agincourt-south-malvern-west,24170,4095,915,0.18263473053892215,79500.0,14.4,13855.0,5545.0,0.4002165283291231,121,484.193664550781,127,504.5087890625,152,594.167785644531,175,652.619812011719,190,662.991149902344,178,597.335510253906,100,400.160064697266,82,325.745849609375,44,171.995941162109,53,197.650573730469,67,233.791610717773,61,204.704849243164,,0.0,2,7.94502067565918,1,3.90899848937988,,0.0,,0.0,,0.0,28,112.044815063477,18,71.5051803588867,19,74.2709732055664,33,123.065444946289,18,62.809684753418,28,93.9628829956055,3,12.0048017501831,1,3.97251033782959,5,19.5449924468994,3,11.1877679824829,6,20.9365615844727,5,16.7790870666504,2,Low Opportunity
dorset-park,24305,3885,1190,0.23448275862068965,79000.0,14.5,13660.0,4890.0,0.3579795021961933,165,642.723571777344,129,503.041656494141,141,547.126586914063,187,714.094787597656,217,799.23388671875,207,756.053894042969,57,222.031784057617,71,276.867889404297,38,147.452560424805,73,278.764282226563,66,243.084976196289,74,270.280151367188,2,7.79058885574341,,0.0,3,11.6409921646118,,0.0,4,14.7324228286743,1,3.65243434906006,38,148.021194458008,25,97.4886932373047,17,65.9656219482422,30,114.560661315918,29,106.81005859375,26,94.9632949829102,7,27.2670612335205,6,23.3972854614258,6,23.2819843292236,5,19.0934429168701,2,7.36621141433716,5,18.262170791626,2,Low Opportunity
ionview,13365,2065,715,0.25719424460431656,74500.0,16.4,7510.0,2545.0,0.3388814913448735,82,588.150939941406,87,626.440063476563,92,660.777160644531,85,607.012756347656,126,876.643676757813,109,761.226318359375,19,136.278869628906,15,108.006912231445,18,129.282485961914,12,85.6959228515625,15,104.362342834473,17,118.723373413086,,0.0,,0.0,,0.0,,0.0,,0.0,1,6.98372793197632,12,86.0708618164063,2,14.4009218215942,4,28.7294406890869,8,57.130615234375,4,27.8299598693848,2,13.9674558639526,1,7.17257213592529,1,7.20046091079712,,0.0,2,14.2826538085938,2,13.9149799346924,1,6.98372793197632,2,Low Opportunity
kennedy-park,17110,2540,930,0.2680115273775216,69000.0,18.4,9505.0,3075.0,0.3235139400315623,221,1248.86975097656,175,988.25390625,185,1037.22802734375,224,1231.51354980469,314,1661.28771972656,272,1421.77612304688,41,231.690780639648,32,180.709289550781,35,196.232345581055,43,236.406616210938,41,216.919738769531,33,172.494903564453,1,5.65099477767944,,0.0,2,11.2132768630981,,0.0,,0.0,,0.0,24,135.623870849609,24,135.531967163086,27,151.37922668457,26,142.943542480469,30,158.721755981445,26,135.905075073242,1,5.65099477767944,1,5.64716529846191,2,11.2132768630981,3,16.4934844970703,7,37.0350761413574,7,36.5898284912109,2,Low Opportunity
cliffcrest,16130,3020,625,0.17146776406035666,92000.0,15.3,8560.0,3815.0,0.44567757009345793,136,822.05029296875,110,663.010070800781,98,585.039672851563,135,785.431701660156,180,1002.05981445313,156,853.158325195313,46,278.046417236328,36,216.985107421875,30,179.093780517578,21,122.178260803223,24,133.607971191406,27,147.662017822266,1,6.04448747634888,,0.0,1,5.96979284286499,,0.0,1,5.56699895858765,,0.0,29,175.290130615234,23,138.629379272461,13,77.607307434082,14,81.4521789550781,13,72.3709869384766,7,38.2827453613281,1,6.04448747634888,1,6.0273642539978,,0.0,4,23.2720508575439,4,22.2679958343506,2,10.9379272460938,1,Medium Opportunity
birchcliffe-cliffside,22700,4540,955,0.1737943585077343,90000.0,14.9,12805.0,5525.0,0.43147208121827413,209,890.650329589844,146,617.336181640625,142,591.642028808594,159,651.292358398438,210,830.82763671875,160,627.254211425781,57,242.904632568359,46,194.503173828125,42,174.992706298828,31,126.98152923584,34,134.514953613281,48,188.176254272461,,0.0,,0.0,,0.0,1,4.09617805480957,,0.0,,0.0,32,136.36750793457,21,88.7949295043945,14,58.3309020996094,15,61.4426727294922,14,55.3885116577148,8,31.3627090454102,2,8.52296924591064,,0.0,1,4.16649293899536,,0.0,1,3.95632219314575,1,3.92033863067627,1,Medium Opportunity
downtown-yonge-east,17700,2970,390,0.11607142857142858,69500.0,13.6,11970.0,8655.0,0.7230576441102757,614,3543.39794921875,506,2753.89135742188,594,3034.01782226563,539,2594.46459960938,654,2906.53759765625,620,2616.9169921875,181,1044.55212402344,144,783.716125488281,161,822.351623535156,110,529.482543945313,120,533.309631347656,87,367.212554931641,,0.0,1,5.4424729347229,,0.0,,0.0,2,8.88849353790283,2,8.44166851043701,112,646.352722167969,84,457.167724609375,96,490.346313476563,76,365.824310302734,90,399.982208251953,105,443.187561035156,5,28.8550319671631,4,21.7698917388916,7,35.7544174194336,3,14.4404335021973,5,22.2212352752686,2,8.44166851043701,1,Medium Opportunity
church-wellesley,22320,3525,395,0.10076530612244898,60400.0,15.6,15835.0,10730.0,0.6776128828544363,355,1629.33728027344,308,1354.32238769531,403,1690.64904785156,388,1563.57043457031,330,1253.84704589844,368,1356.78210449219,128,587.479370117188,98,430.920776367188,87,364.978820800781,73,294.176910400391,76,288.764770507813,61,224.901382446289,1,4.58968257904053,,0.0,,0.0,,0.0,1,3.79953646659851,,0.0,51,234.073806762695,59,259.431884765625,41,172.001510620117,42,169.252471923828,55,208.974502563477,43,158.537033081055,1,4.58968257904053,1,4.39715051651001,2,8.39031791687012,1,4.02982044219971,1,3.79953646659851,,0.0,1,Medium Opportunity
st-lawrence-east-bayfront-the-islands,31285,6165,935,0.1316901408450704,87000.0,10.8,22420.0,16005.0,0.7138715432649421,275,943.105041503906,268,867.20166015625,355,1079.68371582031,393,1140.65124511719,440,1196.75793457031,520,1362.71911621094,104,356.665191650391,98,317.111053466797,150,456.204376220703,127,368.607421875,94,255.671005249023,107,280.405670166016,,0.0,,0.0,,0.0,2,5.80484104156494,,0.0,,0.0,31,106.313659667969,45,145.612213134766,43,130.778594970703,32,92.8774566650391,41,111.516075134277,35,91.7214813232422,,0.0,3,9.70748138427734,2,6.08272504806519,5,14.5121030807495,3,8.15971279144287,2,5.24122762680054,1,Medium Opportunity
harbourfront-cityplace,28135,5385,655,0.10844370860927152,90000.0,10.3,21925.0,16175.0,0.7377423033067275,184,641.785827636719,222,758.740905761719,278,925.895080566406,265,850.585754394531,270,819.871276855469,274,809.692687988281,82,286.013244628906,75,256.331390380859,54,179.850128173828,58,186.165939331055,77,233.815139770508,32,94.5626449584961,,0.0,2,6.83550357818604,,0.0,,0.0,1,3.03656029701233,2,5.91016530990601,17,59.2954292297363,15,51.2662773132324,23,76.6028289794922,31,99.5024871826172,22,66.8043212890625,18,53.1914901733398,2,6.97593307495117,4,13.6710071563721,6,19.9833469390869,3,9.62927341461182,3,9.10968017578125,1,2.955082654953,1,Medium Opportunity
wellington-place,25570,4445,275,0.05826271186440678,90000.0,7.8,20625.0,16215.0,0.7861818181818182,388,1627.31201171875,281,1098.42858886719,341,1240.04504394531,443,1474.0625,418,1255.29296875,469,1311.41125488281,155,650.085998535156,179,699.710754394531,148,538.201416015625,127,422.586761474609,142,426.439239501953,114,318.765197753906,1,4.1941032409668,1,3.90899848937988,1,3.63649582862854,2,6.65490961074829,1,3.00309324264526,1,2.7961859703064,50,209.705154418945,24,93.8159637451172,19,69.0934219360352,55,183.010009765625,46,138.142288208008,37,103.458885192871,6,25.1646194458008,3,11.7269954681396,6,21.8189754486084,8,26.6196384429932,7,21.0216522216797,5,13.9809303283691,0,High Opportunity
fort-york-liberty-village,19915,4125,405,0.08940397350993377,94000.0,8.6,16590.0,11565.0,0.6971066907775768,125,620.193481445313,93,448.66845703125,153,713.752563476563,164,730.252014160156,168,701.197875976563,188,756.752380371094,83,411.808471679688,46,221.92204284668,41,191.267028808594,28,124.677177429199,33,137.735290527344,29,116.733085632324,,0.0,,0.0,,0.0,,0.0,2,8.34759426116943,,0.0,8,39.6923828125,14,67.5414886474609,7,32.655345916748,10,44.5275611877441,7,29.2165775299072,12,48.3033447265625,1,4.9615478515625,1,4.82439231872559,2,9.33009910583496,4,17.8110256195068,1,4.17379713058472,5,20.1263942718506,0,High Opportunity
west-queen-west,13170,2590,385,0.12941176470588237,101000.0,7.5,10205.0,6850.0,0.6712395884370407,107,746.841613769531,96,671.047119140625,106,736.981140136719,106,727.572265625,107,711.057922363281,117,774.321655273438,65,453.688842773438,63,440.374664306641,51,354.585266113281,36,247.100006103516,43,285.752258300781,40,264.725341796875,,0.0,1,6.99007415771484,,0.0,,0.0,,0.0,,0.0,10,69.7982864379883,8,55.9205932617188,11,76.4791793823242,6,41.1833343505859,8,53.1632118225098,8,52.945068359375,,0.0,,0.0,1,6.95265245437622,,0.0,,0.0,,0.0,0,High Opportunity
humber-bay-shores,22605,4945,820,0.1422376409366869,85000.0,12.4,15970.0,8880.0,0.5560425798371947,94,466.084899902344,82,385.157348632813,102,452.147705078125,121,519.35791015625,152,620.180358886719,131,522.495239257813,34,168.583892822266,19,89.2437744140625,29,128.551803588867,27,115.889778137207,37,150.964950561523,33,131.62092590332,1,4.95834970474243,,0.0,,0.0,2,8.58442783355713,,0.0,,0.0,10,49.5834999084473,8,37.5763282775879,6,26.596923828125,8,34.3377113342285,9,36.7212028503418,8,31.9081039428711,2,9.91669940948486,1,4.69704103469849,1,4.43282079696655,3,12.8766422271729,1,4.08013391494751,1,3.98851299285889,1,Medium Opportunity
mimico-queensway,17045,3470,615,0.15055079559363524,84000.0,11.6,10630.0,5065.0,0.4764816556914393,230,1181.00134277344,205,1036.76733398438,268,1329.62890625,343,1661.58020019531,525,2442.76928710938,871,3997.24633789063,46,236.200256347656,34,171.951644897461,25,124.03254699707,47,227.680084228516,34,158.198394775391,51,234.052322387695,,0.0,1,5.05740165710449,,0.0,,0.0,1,4.65289402008057,2,9.17852210998535,7,35.9435157775879,3,15.1722049713135,8,39.6904144287109,16,77.5081176757813,8,37.2231521606445,10,45.8926124572754,1,5.13478803634644,1,5.05740165710449,2,9.92260360717773,1,4.84425735473633,2,9.30578804016113,,0.0,1,Medium Opportunity
etobicoke-city-centre,23600,4775,970,0.16884247171453437,83000.0,11.1,15860.0,8730.0,0.5504413619167717,137,580.016906738281,142,584.698974609375,156,620.697875976563,206,774.581665039063,308,1075.53161621094,239,797.224731445313,74,313.293823242188,56,230.585525512695,76,302.391265869141,86,323.369049072266,69,240.947021484375,93,310.217163085938,1,4.23370027542114,,0.0,1,3.97883272171021,1,3.76010537147522,3,10.4759578704834,,0.0,21,88.9077072143555,19,78.234375,11,43.7671585083008,43,161.684524536133,36,125.711494445801,32,106.741386413574,2,8.46740055084229,3,12.3527956008911,3,11.9364976882935,2,7.52021074295044,4,13.9679431915283,2,6.67133665084839,1,Medium Opportunity
islington,23460,4865,925,0.15975820379965458,102000.0,13.0,12685.0,6440.0,0.507686243594797,79,326.230590820313,79,324.528625488281,56,227.143661499023,97,379.707183837891,136,504.245300292969,137,493.871673583984,51,210.604553222656,43,176.642150878906,44,178.470031738281,53,207.468872070313,58,215.045791625977,94,338.86083984375,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,15,61.9425163269043,16,65.7273101806641,11,44.6175079345703,26,101.777183532715,12,44.4922332763672,18,64.8882446289063,3,12.388503074646,1,4.1079568862915,1,4.05613708496094,,0.0,,0.0,,0.0,1,Medium Opportunity
bendale-south,10725,1615,365,0.18434343434343434,90000.0,15.4,5805.0,2105.0,0.36261843238587427,68,609.264404296875,79,705.231201171875,61,539.012084960938,39,343.400543212891,73,628.119079589844,76,656.53076171875,21,188.155181884766,11,98.1967468261719,4,35.3450546264648,8,70.4411392211914,15,129.065567016602,14,120.939872741699,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,6,53.7586250305176,3,26.7809314727783,7,61.8538475036621,5,44.0257110595703,20,172.087417602539,10,86.385627746582,,0.0,3,26.7809314727783,2,17.6725273132324,1,8.80514240264893,1,8.60437107086182,1,8.63856220245361,2,Low Opportunity
caledonia-fairbank,10015,1810,440,0.19555555555555557,87000.0,12.9,5970.0,1625.0,0.2721943048576214,69,666.151794433594,50,481.417297363281,64,610.395812988281,59,559.772277832031,62,573.755310058594,54,500.695404052734,9,86.8893585205078,10,96.2834548950195,10,95.3743438720703,6,56.9259948730469,14,129.557647705078,10,92.7213745117188,,0.0,,0.0,,0.0,,0.0,1,9.25411796569824,,0.0,15,144.81559753418,7,67.3984222412109,2,19.0748691558838,4,37.9506645202637,3,27.7623538970947,5,46.3606872558594,,0.0,2,19.2566909790039,2,19.0748691558838,,0.0,2,18.5082359313965,,0.0,2,Low Opportunity
briar-hill-belgravia,14575,2495,660,0.2091917591125198,81000.0,13.9,8800.0,3650.0,0.4147727272727273,88,588.156677246094,83,551.421752929688,71,465.329650878906,101,643.189208984375,91,552.083984375,108,641.254028320313,49,327.496337890625,46,305.607238769531,40,262.157562255859,26,165.573455810547,38,230.540557861328,46,273.126708984375,,0.0,,0.0,1,6.55393886566162,1,6.36820983886719,,0.0,2,11.8750743865967,31,207.191558837891,10,66.4363555908203,16,104.863021850586,15,95.5231475830078,23,139.537704467773,8,47.5002975463867,4,26.7343940734863,2,13.2872705459595,,0.0,8,50.9456787109375,1,6.0668568611145,1,5.93753719329834,2,Low Opportunity
oakwood-village,20710,3800,950,0.2,77000.0,12.6,11905.0,5355.0,0.4498110037799244,155,714.582092285156,116,536.019592285156,98,450.429748535156,154,701.019653320313,107,472.427032470703,137,602.966430664063,49,225.900146484375,32,147.867477416992,35,160.867767333984,39,177.530960083008,36,158.947418212891,47,206.857086181641,2,9.22041416168213,2,9.24171733856201,,0.0,,0.0,,0.0,2,8.80242919921875,41,189.018493652344,22,101.658889770508,12,55.1546630859375,22,100.145668029785,13,57.3976783752441,15,66.0182189941406,13,59.932689666748,6,27.7251510620117,3,13.7886657714844,3,13.6562271118164,2,8.83041191101074,4,17.6048583984375,1,Medium Opportunity
humewood-cedarvale,13845,2745,445,0.13949843260188088,83000.0,10.8,8185.0,5000.0,0.6108735491753207,45,307.713348388672,42,288.699462890625,49,336.33056640625,39,263.246704101563,53,345.299377441406,49,316.619293212891,28,191.466079711914,49,336.816070556641,19,130.41389465332,32,215.997299194336,38,247.573135375977,29,187.386917114258,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,11,75.2188186645508,6,41.2427825927734,3,20.591667175293,5,33.7495765686035,1,6.51508235931396,2,12.9232358932495,,0.0,,0.0,,0.0,1,6.749915599823,,0.0,,0.0,1,Medium Opportunity
lawrence-park-north,14675,3490,420,0.10741687979539642,168000.0,10.9,7710.0,6160.0,0.7989623865110247,37,244.951995849609,46,303.911193847656,44,287.920440673828,35,224.043014526367,32,196.548126220703,58,351.068328857422,23,152.267456054688,19,125.528541564941,20,130.872924804688,29,185.635635375977,33,202.690246582031,35,211.851577758789,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,7,46.3422698974609,12,79.2811813354492,8,52.3491706848145,6,38.4073753356934,6,36.8527717590332,11,66.5819244384766,,0.0,,0.0,,0.0,1,6.40122890472412,,0.0,,0.0,0,High Opportunity
lawrence-park-south,14960,3510,455,0.11475409836065574,162000.0,9.8,7690.0,5910.0,0.7685305591677504,25,160.926940917969,24,154.649139404297,30,192.122955322266,31,194.332992553711,33,198.675491333008,31,183.965347290039,57,366.913421630859,58,373.735412597656,26,166.506561279297,35,219.408218383789,58,349.187225341797,56,332.324493408203,,0.0,,0.0,,0.0,,0.0,,0.0,1,5.93436574935913,15,96.5561599731445,12,77.3245697021484,7,44.8286895751953,8,50.1504516601563,7,42.1432876586914,14,83.0811233520508,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0,High Opportunity
forest-hill-north,12290,2495,465,0.1570945945945946,90000.0,11.6,6690.0,4045.0,0.6046337817638266,42,324.474670410156,44,341.58837890625,40,310.173706054688,52,401.079833984375,61,458.543182373047,52,392.009033203125,38,293.572326660156,45,349.351745605469,12,93.0521087646484,14,107.983032226563,46,345.786651611328,28,211.081787109375,,0.0,,0.0,,0.0,,0.0,,0.0,1,7.53863573074341,21,162.237335205078,17,131.977325439453,3,23.2630271911621,9,69.4176635742188,9,67.6539154052734,6,45.2318115234375,1,7.72558736801147,,0.0,1,7.75434255599976,,0.0,,0.0,2,15.0772714614868,1,Medium Opportunity
forest-hill-south,10860,2395,300,0.11131725417439703,109000.0,8.9,5520.0,3925.0,0.7110507246376812,27,240.234893798828,25,221.219360351563,16,139.811248779297,31,263.202575683594,43,347.924591064453,36,285.374542236328,35,311.415618896484,33,292.009552001953,25,218.455078125,26,220.750549316406,75,606.84521484375,52,412.207702636719,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,15,133.463836669922,5,44.2438735961914,2,17.4764060974121,,0.0,1,8.09126949310303,7,55.4894981384277,,0.0,,0.0,,0.0,,0.0,1,8.09126949310303,1,7.92707109451294,0,High Opportunity
yonge-eglinton,12410,2710,375,0.12155591572123177,94000.0,11.5,7490.0,5305.0,0.7082777036048065,90,712.6455078125,91,712.607666015625,64,492.990295410156,122,904.843139648438,105,736.273742675781,172,1171.662109375,41,324.649627685547,34,266.2490234375,31,238.792175292969,33,244.752655029297,33,231.400329589844,35,238.419616699219,1,7.91828346252441,,0.0,,0.0,1,7.41674709320068,,0.0,,0.0,12,95.019401550293,9,70.4776840209961,4,30.8118934631348,4,29.6669883728027,11,77.1334381103516,16,108.991828918457,1,7.91828346252441,,0.0,,0.0,1,7.41674709320068,2,14.0242624282837,1,6.81198930740356,1,Medium Opportunity
mount-pleasant-east,16370,3740,505,0.11896348645465253,110000.0,10.6,9045.0,6530.0,0.7219458264234384,58,341.116271972656,42,248.197616577148,48,283.102325439453,54,311.526489257813,77,426.262176513672,51,278.323516845703,50,294.065765380859,37,218.650283813477,33,194.632858276367,28,161.532241821289,20,110.717445373535,48,261.951538085938,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,13,76.4570922851563,15,88.6420059204102,9,53.0816879272461,4,23.0760364532471,8,44.286979675293,5,27.2866191864014,1,5.88131523132324,,0.0,,0.0,1,5.76900911331177,,0.0,,0.0,0,High Opportunity
rosedale-moore-park,20080,4615,570,0.10993249758919961,122000.0,9.4,10065.0,7625.0,0.7575757575757576,139,657.832458496094,159,756.890563964844,157,745.807800292969,220,1018.75433349609,270,1196.01330566406,287,1248.09741210938,101,477.993377685547,100,476.031799316406,64,304.023559570313,69,319.518402099609,101,447.397552490234,75,326.157867431641,,0.0,,0.0,1,4.75036811828613,1,4.63070154190063,1,4.42967891693115,,0.0,26,123.047798156738,26,123.768264770508,29,137.760681152344,21,97.2447357177734,24,106.312294006348,24,104.370513916016,,0.0,1,4.7603178024292,1,4.75036811828613,2,9.26140308380127,1,4.42967891693115,2,8.69754314422607,0,High Opportunity
yonge-stclair,12905,2905,375,0.11432926829268293,94000.0,8.5,7490.0,5245.0,0.7002670226969292,35,262.231201171875,23,170.686462402344,51,372.698028564453,45,317.572326660156,34,227.363922119141,55,358.633270263672,28,209.784973144531,27,200.371063232422,30,219.234146118164,26,183.486236572266,36,240.738265991211,35,228.221176147461,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,2,14.9846410751343,4,29.6846008300781,5,36.5390243530273,7,49.4001426696777,2,13.3743476867676,1,6.52060508728027,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0,High Opportunity
casa-loma,11350,2495,360,0.12609457092819615,103000.0,11.0,6205.0,4410.0,0.7107171635777598,55,475.326232910156,65,557.365783691406,46,388.251190185547,59,483.566925048828,55,428.749603271484,56,426.569152832031,34,293.838043212891,36,308.694915771484,35,295.408508300781,18,147.528884887695,47,366.386016845703,49,373.248016357422,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,8,69.1383666992188,3,25.7245750427246,1,8.44024276733398,10,81.9604949951172,15,116.931709289551,11,83.7903747558594,,0.0,,0.0,1,8.44024276733398,1,8.19604969024658,,0.0,,0.0,1,Medium Opportunity
annex,29300,5875,795,0.1191904047976012,85000.0,11.6,18065.0,12900.0,0.7140880154995848,304,955.073852539063,277,868.501892089844,324,1006.21118164063,387,1163.31494140625,398,1136.36364746094,449,1250.73120117188,212,666.038330078125,204,639.618713378906,157,487.57763671875,139,417.831481933594,138,394.015533447266,148,412.267761230469,1,3.14169025421143,,0.0,,0.0,,0.0,,0.0,,0.0,38,119.384231567383,43,134.821594238281,52,161.490676879883,44,132.263198852539,63,179.876663208008,44,122.56608581543,2,6.28338050842285,,0.0,1,3.10559010505676,2,6.01196384429932,,0.0,2,5.57118558883667,1,Medium Opportunity
wychwood,12800,2525,560,0.18152350081037277,86000.0,12.5,7565.0,4230.0,0.559153998678123,69,474.781524658203,84,581.435607910156,56,386.686920166016,79,536.903625488281,91,596.64306640625,100,649.688171386719,49,337.163696289063,45,311.483367919922,33,227.869079589844,28,190.294952392578,41,268.817199707031,36,233.887741088867,1,6.88089179992676,1,6.92185211181641,,0.0,,0.0,,0.0,,0.0,11,75.689811706543,19,131.515197753906,5,34.5256195068359,6,40.7774925231934,25,163.912933349609,6,38.9812889099121,1,6.88089179992676,2,13.8437042236328,1,6.90512371063232,1,6.79624843597412,6,39.3391036987305,1,6.49688148498535,1,Medium Opportunity
corso-italia-davenport,13200,2625,490,0.15730337078651685,94000.0,11.3,7995.0,3375.0,0.42213883677298314,93,659.995727539063,87,624.59619140625,119,858.152465820313,111,799.4814453125,147,1035.13842773438,132,934.910400390625,40,283.869140625,41,294.349914550781,31,223.552322387695,24,172.86083984375,41,288.712066650391,30,212.479644775391,,0.0,1,7.17926645278931,,0.0,,0.0,1,7.04175758361816,1,7.08265447616577,33,234.192031860352,12,86.1511917114258,1,7.21136522293091,10,72.0253524780273,18,126.751640319824,28,198.314331054688,2,14.1934566497803,5,35.8963317871094,,0.0,3,21.6076049804688,3,21.1252727508545,1,7.08265447616577,1,Medium Opportunity
weston-pelham-park,10680,1790,450,0.20089285714285715,81000.0,15.2,6500.0,1915.0,0.2946153846153846,115,1016.43981933594,102,905.138000488281,92,812.003540039063,100,863.557861328125,119,984.447387695313,130,1057.59838867188,24,212.126571655273,30,266.217041015625,23,203.000885009766,14,120.898101806641,38,314.361358642578,28,227.790435791016,1,8.83860683441162,,0.0,,0.0,,0.0,,0.0,1,8.13537216186523,5,44.1930351257324,4,35.4956092834473,6,52.9567527770996,11,94.9913635253906,6,49.6360015869141,8,65.0829772949219,3,26.5158214569092,4,35.4956092834473,4,35.304500579834,4,34.5423126220703,4,33.0906677246094,7,56.9476089477539,2,Low Opportunity
junction-area,14010,2840,445,0.1354642313546423,96000.0,12.8,8985.0,4945.0,0.5503617139677239,94,639.629821777344,103,701.873962402344,116,784.8974609375,113,746.317932128906,133,841.13330078125,158,981.732299804688,43,292.596618652344,51,347.529815673828,45,304.486083984375,56,369.856689453125,68,430.053131103516,67,416.30419921875,,0.0,,0.0,,0.0,,0.0,,0.0,1,6.21349573135376,15,102.068588256836,12,81.7717208862305,9,60.8972206115723,23,151.905426025391,19,120.161903381348,14,86.9889373779297,2,13.6091451644897,,0.0,,0.0,,0.0,1,6.32431077957153,,0.0,1,Medium Opportunity
oakridge,13705,2150,665,0.23623445825932504,60000.0,21.1,7660.0,2845.0,0.3714099216710183,165,1146.07214355469,158,1096.23254394531,190,1307.90942382813,186,1252.01940917969,215,1387.45483398438,246,1564.68640136719,50,347.294586181641,36,249.774505615234,28,192.744537353516,35,235.59504699707,29,187.145065307617,37,235.339019775391,,0.0,1,6.93818092346191,,0.0,,0.0,,0.0,2,12.7210283279419,33,229.214416503906,26,180.392700195313,22,151.442138671875,11,74.0441589355469,18,116.15901184082,24,152.652328491211,2,13.8917827606201,8,55.5054473876953,3,20.6512012481689,1,6.73128700256348,3,19.3598346710205,8,50.8841133117676,2,Low Opportunity
clairlea-birchmount,26840,4570,1120,0.1968365553602812,90000.0,14.9,15330.0,6325.0,0.4125896934116112,289,1020.04797363281,191,669.869873046875,231,800.332580566406,252,861.626831054688,279,922.070190429688,369,1213.29699707031,65,229.422561645508,59,206.923156738281,57,197.484664916992,77,263.274871826172,59,194.989761352539,58,190.707916259766,1,3.52957797050476,1,3.50717210769653,1,3.46464323997498,1,3.41915416717529,,0.0,,0.0,37,130.594375610352,31,108.72233581543,9,31.1817893981934,18,61.5447731018066,21,69.4031295776367,14,46.0329475402832,3,10.5887336730957,2,7.01434421539307,2,6.92928647994995,4,13.6766166687012,4,13.2196445465088,4,13.1522703170776,2,Low Opportunity
wexford/maryvale,28345,4670,1260,0.21247892074198987,82000.0,16.1,15920.0,5515.0,0.34641959798994976,246,841.946716308594,168,571.837036132813,216,726.7099609375,212,709.101257324219,258,841.075805664063,361,1178.89099121094,86,294.339111328125,81,275.707122802734,70,235.507858276367,75,250.861297607422,77,251.018737792969,67,218.796936035156,1,3.42254781723022,1,3.40379190444946,2,6.72879600524902,1,3.34481716156006,,0.0,1,3.26562595367432,32,109.521530151367,29,98.7099609375,28,94.2031402587891,40,133.792694091797,30,97.7995147705078,46,150.218795776367,3,10.2676429748535,3,10.2113752365112,5,16.8219890594482,5,16.7240867614746,4,13.0399351119995,18,58.7812690734863,2,Low Opportunity
tam-o'shanter-sullivan,27205,4820,1170,0.19532554257095158,76500.0,15.6,14240.0,6090.0,0.4276685393258427,109,383.586700439453,132,464.020812988281,119,414.981170654297,114,386.689727783203,134,433.474578857422,118,373.867309570313,67,235.782653808594,54,189.826690673828,15,52.3085517883301,35,118.72053527832,43,139.100051879883,44,139.408142089844,2,7.03828811645508,1,3.51530909538269,,0.0,1,3.39201521873474,,0.0,,0.0,28,98.5360336303711,18,63.2755661010742,11,38.3596038818359,32,108.544486999512,21,67.9325866699219,25,79.2091751098633,3,10.5574321746826,2,7.03061819076538,5,17.4361839294434,1,3.39201521873474,3,9.70465469360352,5,15.8418350219727,2,Low Opportunity
