neighbourhood,total_households,two_parent_families,one_parent_families,prop_single_parent,median_income,unemployment_rate,total_education,bachelors_or_higher,education_rate,assault_2019,assault_rate_2019,assault_2020,assault_rate_2020,assault_2021,assault_rate_2021,assault_2022,assault_rate_2022,assault_2023,assault_rate_2023,assault_2024,assault_rate_2024,breakenter_2019,breakenter_rate_2019,breakenter_2020,breakenter_rate_2020,breakenter_2021,breakenter_rate_2021,breakenter_2022,breakenter_rate_2022,breakenter_2023,breakenter_rate_2023,breakenter_2024,breakenter_rate_2024,homicide_2019,homicide_rate_2019,homicide_2020,homicide_rate_2020,homicide_2021,homicide_rate_2021,homicide_2022,homicide_rate_2022,homicide_2023,homicide_rate_2023,homicide_2024,homicide_rate_2024,robbery_2019,robbery_rate_2019,robbery_2020,robbery_rate_2020,robbery_2021,robbery_rate_2021,robbery_2022,robbery_rate_2022,robbery_2023,robbery_rate_2023,robbery_2024,robbery_rate_2024,shooting_2019,shooting_rate_2019,shooting_2020,shooting_rate_2020,shooting_2021,shooting_rate_2021,shooting_2022,shooting_rate_2022,shooting_2023,shooting_rate_2023,shooting_2024,shooting_rate_2024,cluster,opportunity_index
steeles,22765,3815,840,0.18045112781954886,80000.0,18.6,11495.0,4350.0,0.3784254023488473,44,181.040161132813,39,162.317398071289,49,204.260284423828,44,179.914947509766,49,192.269958496094,50,193.274063110352,66,271.560241699219,25,104.049613952637,17,70.8658142089844,33,134.936218261719,27,105.944671630859,27,104.36799621582,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,8,32.9163932800293,6,24.9719066619873,7,29.1800403594971,7,28.6228332519531,7,27.4671382904053,9,34.7893295288086,,0.0,2,8.3239688873291,1,4.16857719421387,,0.0,1,3.92387676239014,,0.0,2,Low Opportunity
mount-dennis,13055,1850,980,0.3462897526501767,70500.0,18.7,7520.0,1635.0,0.21742021276595744,92,661.775268554688,72,519.405578613281,98,703.972412109375,119,845.771118164063,124,854.995544433594,133,914.152160644531,14,100.704933166504,22,158.707260131836,15,107.750877380371,24,170.575698852539,31,213.748886108398,32,219.946380615234,3,21.5796279907227,1,7.21396636962891,1,7.18339204788208,,0.0,,0.0,,0.0,16,115.091354370117,19,137.065353393555,11,79.0173110961914,7,49.7512435913086,7,48.2658767700195,15,103.099868774414,4,28.7728385925293,1,7.21396636962891,2,14.3667840957642,2,14.2146406173706,2,13.7902498245239,9,61.859920501709,2,Low Opportunity
lambton-baby-point,7965,1665,405,0.1956521739130435,103000.0,13.2,4240.0,2390.0,0.5636792452830188,26,316.725555419922,31,377.358489990234,34,410.826477050781,54,646.706604003906,31,361.094940185547,44,511.746917724609,15,182.726272583008,13,158.247116088867,6,72.4987945556641,11,131.736526489258,15,174.723358154297,15,174.459182739258,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,4,48.7270088195801,1,12.1728544235229,,0.0,1,11.9760475158691,5,58.2411193847656,3,34.8918342590332,3,36.5452537536621,,0.0,,0.0,1,11.9760475158691,1,11.6482238769531,3,34.8918342590332,1,Medium Opportunity
weston,18675,2740,1210,0.30632911392405066,64500.0,17.4,10745.0,2400.0,0.22335970218706375,191,990.972290039063,204,1047.658203125,204,1031.03198242188,242,1192.52941894531,242,1140.21862792969,257,1190.6416015625,58,300.923522949219,24,123.25390625,36,181.946838378906,46,226.679153442383,61,287.410491943359,53,245.540878295898,2,10.3766736984253,3,15.40673828125,,0.0,2,9.85561561584473,1,4.71164703369141,5,23.164234161377,22,114.143402099609,27,138.66064453125,25,126.35196685791,32,157.689849853516,36,169.619293212891,56,259.439422607422,13,67.4483795166016,5,25.6778964996338,4,20.2163143157959,5,24.6390380859375,4,18.8465881347656,8,37.0627746582031,2,Low Opportunity
beechborough-greenbrook,6260,850,505,0.3726937269372694,62400.0,17.6,3505.0,625.0,0.1783166904422254,70,1045.244140625,52,779.142944335938,58,866.447570800781,71,1014.72058105469,88,1181.04956054688,97,1256.96508789063,11,164.252655029297,7,104.884628295898,7,104.571258544922,13,185.793914794922,24,322.104400634766,15,194.376052856445,,0.0,,0.0,2,29.8775024414063,,0.0,1,13.4210176467896,2,25.9168071746826,12,179.184707641602,4,59.9340744018555,13,194.203765869141,2,28.5836791992188,13,174.473220825195,12,155.500839233398,5,74.6602935791016,1,14.9835186004639,5,74.6937561035156,2,28.5836791992188,5,67.1050872802734,13,168.459243774414,2,Low Opportunity
rockcliffe-smythe,22235,3585,1250,0.25853154084798347,69000.0,14.2,12400.0,2905.0,0.2342741935483871,148,644.599304199219,126,548.18359375,139,600.094970703125,174,745.916748046875,179,746.019836425781,200,833.889282226563,43,187.2822265625,37,160.974548339844,35,151.103057861328,33,141.46696472168,53,220.888549804688,35,145.930618286133,1,4.35540056228638,2,8.70132732391357,1,4.31723022460938,,0.0,,0.0,3,12.5083389282227,9,39.1986045837402,14,60.9092903137207,16,69.07568359375,19,81.4506759643555,20,83.3541717529297,11,45.8639106750488,6,26.1324043273926,5,21.7533168792725,12,51.8067588806152,7,30.0081443786621,8,33.341667175293,3,12.5083389282227,2,Low Opportunity
keelesdale-eglinton-west,11390,1930,480,0.1991701244813278,77000.0,14.9,6575.0,1305.0,0.19847908745247148,57,488.683135986328,79,672.512145996094,74,619.869323730469,104,865.872924804688,106,858.647216796875,84,681.044250488281,18,154.320983886719,23,195.794677734375,27,226.168533325195,17,141.536926269531,29,234.91291809082,14,113.507377624512,1,8.57338809967041,,0.0,3,25.1298370361328,,0.0,1,8.10044574737549,,0.0,11,94.3072738647461,11,93.6409301757813,7,58.636287689209,10,83.2570114135742,25,202.511138916016,10,81.0766983032227,,0.0,2,17.0256233215332,2,16.7532253265381,,0.0,1,8.10044574737549,1,8.10766983032227,2,Low Opportunity
palmerston-little-italy,13120,2265,345,0.13218390804597702,88000.0,11.2,8510.0,5380.0,0.6321974148061105,88,627.719543457031,51,366.800933837891,72,517.873840332031,84,602.064208984375,79,552.756774902344,69,484.550567626953,51,363.7919921875,48,345.224395751953,32,230.166152954102,36,258.027526855469,35,244.892242431641,44,308.98876953125,,0.0,,0.0,1,7.19269227981567,1,7.16743135452271,2,13.9938430786133,,0.0,11,78.4649429321289,6,43.1530494689941,9,64.7342300415039,11,78.8417434692383,20,139.938430786133,8,56.1797752380371,,0.0,,0.0,,0.0,,0.0,2,13.9938430786133,2,14.0449438095093,1,Medium Opportunity
university,6435,1095,180,0.1411764705882353,80000.0,15.3,4035.0,2780.0,0.6889714993804213,132,1663.51611328125,84,1059.2685546875,95,1191.8203125,99,1225.09594726563,130,1559.68811035156,140,1673.44006347656,92,1159.42028808594,60,756.620422363281,32,401.455261230469,39,482.613525390625,55,659.868041992188,53,633.5166015625,1,12.6023941040039,,0.0,,0.0,,0.0,,0.0,,0.0,13,163.831130981445,12,151.324081420898,10,125.454772949219,15,185.620590209961,15,179.964004516602,19,227.109725952148,,0.0,,0.0,1,12.5454769134521,1,12.3747062683105,,0.0,1,11.9531440734863,1,Medium Opportunity
kensington-chinatown,18120,2450,570,0.18874172185430463,62000.0,17.7,11330.0,6320.0,0.5578111209179171,405,2103.458984375,416,2140.46826171875,405,2046.17797851563,409,1966.34619140625,482,2162.0166015625,477,2049.76147460938,278,1443.85583496094,174,895.2919921875,98,495.124542236328,105,504.807678222656,145,650.399230957031,152,653.173461914063,,0.0,1,5.14535617828369,2,10.1045827865601,1,4.807692527771,1,4.48551177978516,,0.0,49,254.492568969727,41,210.959609985352,32,161.673324584961,50,240.384613037109,46,206.333541870117,62,266.426025390625,6,31.1623554229736,6,30.8721370697021,9,45.4706192016602,4,19.230770111084,5,22.4275588989258,7,30.0803565979004,2,Low Opportunity
north-stjames-town,18535,2895,740,0.20357634112792297,59200.0,17.5,12555.0,6245.0,0.49741138988450817,225,1154.79370117188,228,1167.9130859375,265,1344.63159179688,224,1111.38671875,272,1294.99145507813,283,1329.26257324219,70,359.269134521484,60,307.345550537109,45,228.333679199219,38,188.538818359375,40,190.439910888672,46,216.063873291016,,0.0,,0.0,,0.0,1,4.9615478515625,,0.0,1,4.69704103469849,30,153.97248840332,36,184.407333374023,16,81.185302734375,24,119.0771484375,27,128.546936035156,36,169.093475341797,2,10.2648324966431,1,5.12242603302002,3,15.2222452163696,4,19.84619140625,,0.0,2,9.39408206939697,2,Low Opportunity
moss-park,21490,3510,740,0.17411764705882352,65000.0,14.6,15400.0,9185.0,0.5964285714285714,635,2747.609375,751,3176.81884765625,625,2565.15502929688,548,2131.79809570313,617,2230.89990234375,594,2053.23193359375,231,999.524047851563,202,854.483947753906,154,632.05419921875,129,501.828369140625,146,527.895263671875,124,428.620819091797,3,12.9808320999146,2,8.46023654937744,1,4.104248046875,3,11.6704273223877,7,25.3100471496582,1,3.45661950111389,139,601.445190429688,132,558.375610351563,88,361.173828125,66,256.749389648438,56,202.480377197266,74,255.789840698242,2,8.65388774871826,5,21.1505928039551,3,12.312744140625,9,35.0112800598145,3,10.8471632003784,2,6.91323900222778,1,Medium Opportunity
regent-park,12750,1960,765,0.28073394495412846,65500.0,17.3,8040.0,3685.0,0.4583333333333333,178,1417.98779296875,150,1155.53503417969,185,1366.42297363281,126,869.745300292969,160,1014.64898681641,165,988.852905273438,65,517.804504394531,28,215.69987487793,32,236.354232788086,25,172.568511962891,40,253.662246704102,28,167.80534362793,1,7.96622323989868,1,7.7035665512085,1,7.38606977462769,,0.0,,0.0,2,11.9860963821411,19,151.358245849609,16,123.257064819336,16,118.177116394043,12,82.8328857421875,20,126.831123352051,26,155.819244384766,6,47.7973403930664,7,53.9249687194824,2,14.7721395492554,4,27.6109619140625,2,12.6831121444702,5,29.9652404785156,2,Low Opportunity
cabbagetown-south-stjames-town,11020,2175,315,0.12650602409638553,76500.0,12.9,7155.0,4265.0,0.5960866526904263,144,1220.5458984375,137,1169.34106445313,125,1067.55493164063,134,1118.53088378906,133,1064.51098632813,138,1088.67150878906,111,940.83740234375,70,597.473510742188,68,580.749877929688,65,542.570922851563,53,424.20361328125,49,386.557281494141,,0.0,1,8.5353364944458,1,8.54043865203857,,0.0,,0.0,,0.0,18,152.568237304688,15,128.030044555664,14,119.566146850586,22,183.639404296875,14,112.053787231445,29,228.778793334961,2,16.9520263671875,,0.0,,0.0,,0.0,1,8.00384140014648,,0.0,1,Medium Opportunity
south-riverdale,27815,5660,1040,0.15522388059701492,100000.0,13.0,18435.0,10395.0,0.563873067534581,250,855.549072265625,214,729.056640625,224,753.244995117188,300,994.530090332031,330,1057.42114257813,305,969.731628417969,132,451.729919433594,143,487.173370361328,135,453.964630126953,101,334.825134277344,96,307.613433837891,94,298.868103027344,,0.0,,0.0,2,6.72540187835693,1,3.31510019302368,1,3.20430660247803,,0.0,35,119.776870727539,36,122.645042419434,31,104.243728637695,39,129.288909912109,43,137.785186767578,41,130.357376098633,6,20.5331783294678,3,10.2204208374023,2,6.72540187835693,6,19.8906021118164,3,9.61291980743408,4,12.7177925109863,1,Medium Opportunity
blake-jones,7475,1365,415,0.23314606741573032,86000.0,13.4,4350.0,2270.0,0.5218390804597701,68,866.904663085938,57,729.553283691406,47,599.566284179688,48,606.903503417969,77,945.945922851563,60,735.564575195313,18,229.474761962891,27,345.577880859375,27,344.431701660156,23,290.807952880859,34,417.6904296875,13,159.372314453125,,0.0,,0.0,,0.0,1,12.6438236236572,1,12.2850122451782,2,24.5188179016113,9,114.737380981445,4,51.1967239379883,13,165.837478637695,10,126.438232421875,11,135.135131835938,17,208.409957885742,2,25.4971961975098,2,25.5983619689941,1,12.7567291259766,2,25.2876472473145,4,49.1400489807129,1,12.2594089508057,1,Medium Opportunity
north-riverdale,11290,2430,390,0.13829787234042554,108000.0,9.1,6460.0,4370.0,0.6764705882352942,71,588.625427246094,34,283.972259521484,57,476.230255126953,78,651.574645996094,79,645.688598632813,63,517.921752929688,43,356.491455078125,34,283.972259521484,32,267.357330322266,30,250.60563659668,32,261.544738769531,21,172.640579223633,,0.0,,0.0,1,8.3549165725708,,0.0,1,8.17327308654785,,0.0,23,190.68147277832,15,125.281883239746,5,41.774585723877,11,91.8887329101563,8,65.3861846923828,9,73.9888229370117,1,8.29049873352051,,0.0,1,8.3549165725708,,0.0,2,16.3465461730957,1,8.22097969055176,0,High Opportunity
playter-estates-danforth,7680,1600,235,0.12806539509536785,87000.0,14.0,4375.0,3000.0,0.6857142857142857,82,1039.685546875,75,952.986022949219,57,719.878784179688,97,1218.13391113281,108,1320.29345703125,110,1345.23669433594,35,443.768218994141,50,635.324035644531,41,517.807556152344,31,389.300506591797,25,305.623474121094,41,501.406372070313,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,10,126.790924072266,7,88.9453659057617,12,151.553421020508,14,175.813140869141,19,232.273834228516,13,158.982513427734,2,25.3581848144531,1,12.7064800262451,1,12.629451751709,1,12.5580806732178,2,24.449878692627,,0.0,1,Medium Opportunity
danforth,9305,1915,285,0.12954545454545455,98000.0,12.0,5320.0,3145.0,0.5911654135338346,96,979.691833496094,62,635.767028808594,92,941.176452636719,129,1319.55810546875,137,1373.708984375,125,1260.97045898438,40,408.204925537109,40,410.172271728516,51,521.739135742188,58,593.289672851563,24,240.649749755859,13,131.140930175781,,0.0,1,10.2543067932129,,0.0,,0.0,,0.0,,0.0,21,214.307586669922,17,174.323211669922,12,122.762145996094,24,245.499176025391,20,200.541458129883,24,242.106323242188,1,10.2051229476929,1,10.2543067932129,,0.0,2,20.4582653045654,2,20.0541458129883,,0.0,1,Medium Opportunity
greenwood-coxwell,14120,2775,545,0.16415662650602408,93000.0,12.0,8630.0,4390.0,0.5086906141367323,126,853.022827148438,118,800.705688476563,109,735.442932128906,113,753.534301757813,129,832.043334960938,120,769.971130371094,48,324.961059570313,41,278.211303710938,38,256.392944335938,35,233.395568847656,22,141.898864746094,45,288.739166259766,,0.0,,0.0,,0.0,1,6.66844511032104,1,6.44994831085205,,0.0,11,74.4702453613281,22,149.284118652344,14,94.460563659668,32,213.390243530273,7,45.1496391296387,11,70.5806884765625,5,33.8501129150391,2,13.5712833404541,2,13.4943656921387,1,6.66844511032104,,0.0,3,19.2492790222168,1,Medium Opportunity
woodbine-corridor,12205,2610,520,0.16613418530351437,97000.0,10.8,7365.0,4210.0,0.571622539035981,97,757.5166015625,71,557.212341308594,73,571.741882324219,109,843.849182128906,100,751.1455078125,105,786.399047851563,33,257.711822509766,34,266.834106445313,31,242.794479370117,23,178.059921264648,25,187.786376953125,21,157.279815673828,,0.0,1,7.84806156158447,1,7.83208036422729,1,7.74173593521118,,0.0,,0.0,12,93.7133941650391,6,47.0883674621582,8,62.6566429138184,8,61.9338874816895,7,52.5801849365234,5,37.4475746154785,2,15.6188983917236,,0.0,,0.0,1,7.74173593521118,1,7.51145505905151,,0.0,1,Medium Opportunity
the-beaches,21510,4975,725,0.12719298245614036,116000.0,11.0,11960.0,7725.0,0.6459030100334449,82,368.854309082031,87,391.222229003906,93,414.974792480469,117,517.447265625,114,490.322570800781,141,605.670104980469,58,260.896942138672,64,287.795654296875,39,174.021682739258,43,190.172927856445,39,167.741928100586,30,128.865982055664,,0.0,,0.0,,0.0,,0.0,1,4.30107545852661,1,4.29553270339966,16,71.9715728759766,6,26.9808444976807,17,75.8556060791016,20,88.452522277832,18,77.4193572998047,11,47.2508583068848,2,8.99644660949707,,0.0,,0.0,,0.0,,0.0,2,8.59106540679932,0,High Opportunity
east-end-danforth,21840,4495,925,0.1706642066420664,90000.0,12.9,13020.0,6925.0,0.5318740399385561,185,821.601440429688,145,639.527160644531,184,800.347961425781,219,937.821166992188,217,896.879516601563,199,815.908142089844,62,275.347503662109,61,269.04248046875,67,291.431060791016,69,295.477905273438,44,181.855758666992,64,262.402618408203,,0.0,,0.0,2,8.69943428039551,,0.0,2,8.26617050170898,,0.0,27,119.909400939941,27,119.084373474121,28,121.792083740234,24,102.774925231934,17,70.262451171875,31,127.101272583008,2,8.88217830657959,2,8.82106494903564,2,8.69943428039551,2,8.56457710266113,1,4.13308525085449,1,4.10004091262817,1,Medium Opportunity
taylor-massey,15025,2605,670,0.20458015267175572,68500.0,18.8,8945.0,4290.0,0.4795975405254332,114,718.336486816406,112,710.659912109375,116,735.667175292969,115,719.78466796875,142,859.564147949219,147,884.63623046875,63,396.975433349609,31,196.700500488281,16,101.471336364746,25,156.47492980957,18,108.958839416504,20,120.358665466309,1,6.30119705200195,,0.0,,0.0,1,6.25899744033813,,0.0,,0.0,13,81.9155654907227,27,171.319793701172,10,63.4195823669434,10,62.589973449707,29,175.544799804688,16,96.2869338989258,2,12.6023941040039,3,19.0355339050293,2,12.6839170455933,3,18.7769927978516,1,6.05326890945435,,0.0,2,Low Opportunity
woodbine-lumsden,7915,1625,300,0.15584415584415584,96000.0,12.0,4735.0,2375.0,0.5015839493136219,35,428.396575927734,31,378.602844238281,33,400.485443115234,41,492.729248046875,32,373.744445800781,53,618.580749511719,10,122.399017333984,12,146.555938720703,11,133.495147705078,6,72.1067199707031,12,140.154174804688,14,163.398696899414,1,12.2399024963379,,0.0,,0.0,,0.0,1,11.6795139312744,,0.0,3,36.7197074890137,6,73.2779693603516,2,24.2718448638916,5,60.0889320373535,,0.0,9,105.042015075684,,0.0,,0.0,,0.0,,0.0,,0.0,3,35.0140037536621,1,Medium Opportunity
danforth-east-york,17065,3565,655,0.1552132701421801,101000.0,11.1,9720.0,5320.0,0.5473251028806584,85,481.177459716797,57,322.891296386719,58,326.429534912109,69,386.79296875,100,547.3154296875,78,428.547882080078,24,135.861877441406,33,186.937057495117,23,129.446197509766,26,145.748077392578,12,65.677848815918,20,109.884071350098,,0.0,1,5.66475963592529,,0.0,,0.0,,0.0,,0.0,8,45.2872924804688,9,50.982837677002,5,28.1404781341553,5,28.0284767150879,4,21.8926162719727,5,27.4710178375244,1,5.66091156005859,,0.0,1,5.62809562683105,,0.0,,0.0,,0.0,1,Medium Opportunity
old-east-york,9160,1895,320,0.14446952595936793,96000.0,12.2,5135.0,2460.0,0.4790652385589094,48,506.810272216797,30,317.325988769531,38,399.579376220703,68,712.191040039063,63,644.699157714844,74,760.456298828125,13,137.261108398438,15,158.662994384766,6,63.0914840698242,22,230.414749145508,7,71.6332397460938,9,92.487922668457,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,12,126.702568054199,5,52.8876647949219,8,84.1219787597656,7,73.3137817382813,6,61.3999176025391,9,92.487922668457,,0.0,1,10.5775337219238,,0.0,2,20.9467945098877,2,20.4666385650635,1,10.2764358520508,1,Medium Opportunity
runnymede-bloor-west-village,10120,2370,310,0.11567164179104478,138000.0,9.8,5720.0,3820.0,0.6678321678321678,45,427.147613525391,32,303.317535400391,26,244.223175048828,43,398.406372070313,59,528.958190917969,51,454.707550048828,27,256.28857421875,29,274.881530761719,12,112.718391418457,22,203.835815429688,32,286.892608642578,29,258.559204101563,,0.0,,0.0,,0.0,1,9.2652645111084,,0.0,1,8.91583442687988,20,189.843383789063,7,66.3507080078125,6,56.3591957092285,13,120.448440551758,18,161.377090454102,6,53.4950065612793,,0.0,,0.0,,0.0,,0.0,1,8.96539402008057,1,8.91583442687988,0,High Opportunity
high-park-north,21855,4660,760,0.14022140221402213,83000.0,13.1,14040.0,9125.0,0.6499287749287749,100,434.536987304688,91,394.845306396484,99,425.879730224609,138,588.285461425781,186,769.740112304688,171,706.523986816406,67,291.139801025391,32,138.846710205078,38,163.468978881836,32,136.414016723633,57,235.888092041016,58,239.639709472656,,0.0,,0.0,,0.0,1,4.26293802261353,1,4.13838768005371,,0.0,17,73.8712921142578,18,78.1012725830078,12,51.6217842102051,18,76.7328872680664,24,99.3213043212891,25,103.292984008789,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,1,Medium Opportunity
high-park-swansea,22665,4935,790,0.13799126637554585,101000.0,11.2,13495.0,9005.0,0.6672841793256762,96,397.696685791016,77,321.556823730469,81,338.402404785156,93,384.74267578125,106,425.088226318359,110,440.211303710938,54,223.704376220703,50,208.803146362305,28,116.978607177734,50,206.85090637207,51,204.523574829102,51,204.097961425781,1,4.14267349243164,,0.0,,0.0,1,4.13701820373535,1,4.01026630401611,,0.0,21,86.9961471557617,10,41.760627746582,9,37.6002655029297,10,41.3701820373535,9,36.0923957824707,15,60.0288124084473,3,12.4280214309692,2,8.35212516784668,2,8.35561466217041,3,12.4110536575317,3,12.0307989120483,3,12.005763053894,1,Medium Opportunity
roncesvalles,14610,2860,455,0.13725490196078433,88000.0,11.3,9395.0,5425.0,0.5774348057477382,126,819.352294921875,121,788.993225097656,107,695.030883789063,110,711.928039550781,137,866.320983886719,173,1098.482421875,95,617.765625,67,436.880554199219,67,435.206237792969,53,343.019866943359,49,309.852020263672,71,450.822265625,1,6.5027961730957,,0.0,,0.0,,0.0,,0.0,2,12.69921875,24,156.067108154297,24,156.494522094727,12,77.9473876953125,18,116.497314453125,22,139.117233276367,6,38.09765625,5,32.5139808654785,2,13.0412101745605,4,25.9824619293213,1,6.47207307815552,1,6.32351064682007,,0.0,1,Medium Opportunity
south-parkdale,20495,3185,850,0.21065675340768278,57200.0,17.3,14335.0,5975.0,0.4168119986048134,238,1047.58129882813,240,1058.34106445313,257,1126.59997558594,260,1096.72253417969,321,1279.19018554688,279,1079.17846679688,89,391.742584228516,89,392.468139648438,63,276.170440673828,61,257.307952880859,63,251.056030273438,49,189.533126831055,1,4.40160226821899,,0.0,,0.0,1,4.21816349029541,,0.0,1,3.86802315711975,34,149.654479980469,16,70.5560684204102,20,87.6731567382813,7,29.5271434783936,22,87.6703567504883,16,61.888370513916,2,8.80320453643799,3,13.2292633056641,3,13.1509733200073,2,8.43632698059082,,0.0,3,11.6040687561035,2,Low Opportunity
little-portugal,15485,2855,500,0.14903129657228018,86000.0,12.7,10955.0,6195.0,0.5654952076677316,84,512.288818359375,80,486.233520507813,105,630.176452636719,106,628.222595214844,129,738.6201171875,154,875.0,58,353.723236083984,54,328.207611083984,40,240.06721496582,32,189.652099609375,32,183.223587036133,42,238.636367797852,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,8,48.7894134521484,9,54.7012710571289,10,60.0168037414551,14,82.9727935791016,14,80.1603240966797,24,136.363632202148,1,6.09867668151855,,0.0,1,6.00168037414551,,0.0,1,5.72573709487915,1,5.68181800842285,1,Medium Opportunity
dufferin-grove,11215,2065,295,0.125,78000.0,14.4,7405.0,3895.0,0.5259959486833221,79,659.377319335938,78,655.847961425781,79,664.200439453125,84,693.8134765625,144,1146.31433105469,182,1433.52233886719,44,367.248138427734,56,470.865203857422,29,243.820419311523,27,223.011474609375,36,286.578582763672,48,378.071838378906,,0.0,1,8.40830707550049,,0.0,,0.0,,0.0,2,15.7529926300049,30,250.396453857422,19,159.757843017578,4,33.6304016113281,17,140.414642333984,28,222.894439697266,18,141.776931762695,,0.0,3,25.2249221801758,1,8.40760040283203,2,16.5193691253662,1,7.96051597595215,1,7.87649631500244,1,Medium Opportunity
trinity-bellwoods,15415,2605,490,0.1583198707592892,92000.0,12.7,10095.0,5435.0,0.5383853392768697,116,694.486022949219,107,646.018249511719,128,773.040222167969,142,852.1875,135,788.137084960938,178,1038.14306640625,110,658.564331054688,86,519.229614257813,49,295.929473876953,69,414.091094970703,73,426.177825927734,80,466.581115722656,,0.0,1,6.03755378723145,,0.0,,0.0,,0.0,,0.0,21,125.725914001465,21,126.788627624512,21,126.82691192627,31,186.040924072266,25,145.951309204102,8,46.6581115722656,1,5.98694849014282,2,12.0751075744629,2,12.0787534713745,1,6.00132036209106,1,5.83805227279663,2,11.6645278930664,1,Medium Opportunity
don-valley-village,26775,4945,1150,0.18867924528301888,83000.0,15.1,14880.0,8325.0,0.5594758064516129,143,511.865997314453,98,350.601043701172,125,443.325286865234,116,401.550811767578,165,545.869567871094,181,588.197082519531,34,121.70240020752,30,107.326843261719,31,109.944671630859,31,107.310997009277,45,148.873519897461,49,159.23567199707,,0.0,2,7.15512323379517,,0.0,,0.0,2,6.61660099029541,,0.0,33,118.122917175293,23,82.2839126586914,17,60.2922401428223,29,100.387702941895,28,92.6324157714844,38,123.488883972168,3,10.7384471893311,,0.0,2,7.09320449829102,2,6.92328977584839,5,16.5415019989014,,0.0,1,Medium Opportunity
pleasant-view,15220,2620,570,0.1786833855799373,89000.0,16.9,8170.0,4055.0,0.496328029375765,46,288.437408447266,41,258.528289794922,26,163.583740234375,33,204.207916259766,52,309.65283203125,51,300.58349609375,12,75.2445449829102,19,119.805786132813,17,106.958602905273,15,92.8217849731445,17,101.23265838623,13,76.6193161010742,,0.0,,0.0,,0.0,,0.0,,0.0,1,5.89379405975342,14,87.7853012084961,10,63.0556793212891,9,56.6251411437988,11,68.0693054199219,14,83.3680725097656,9,53.0441436767578,1,6.27037858963013,1,6.30556774139404,,0.0,,0.0,,0.0,1,5.89379405975342,2,Low Opportunity
flemingdon-park,22530,3775,1090,0.22404933196300103,70000.0,16.5,12220.0,4855.0,0.3972995090016367,153,663.170227050781,132,568.402038574219,147,624.2568359375,140,576.440063476563,167,653.620361328125,156,596.718078613281,16,69.3511352539063,12,51.672908782959,10,42.4664497375488,22,90.5834426879883,24,93.933464050293,19,72.6772003173828,,0.0,,0.0,1,4.24664497375488,,0.0,,0.0,,0.0,13,56.3477973937988,5,21.5303802490234,4,16.9865798950195,13,53.5265769958496,12,46.9667320251465,6,22.9506950378418,9,39.0100135803223,14,60.2850608825684,8,33.9731597900391,1,4.11742925643921,4,15.6555776596069,1,3.82511568069458,2,Low Opportunity
victoria-village,17365,2835,1000,0.2607561929595828,68000.0,16.8,9275.0,3385.0,0.36495956873315366,120,661.849853515625,114,627.580505371094,95,519.182434082031,117,629.743286132813,146,759.585876464844,113,584.251098632813,59,325.409515380859,34,187.173141479492,22,120.231719970703,38,204.531997680664,25,130.066070556641,27,139.599807739258,1,5.51541566848755,,0.0,,0.0,,0.0,,0.0,,0.0,13,71.7004013061523,11,60.5560150146484,8,43.7206268310547,10,53.8242111206055,16,83.2422866821289,7,36.1925430297852,7,38.60791015625,7,38.53564453125,3,16.3952350616455,3,16.1472625732422,4,20.8105716705322,4,20.681453704834,2,Low Opportunity
banbury-don-mills,27155,5630,1060,0.15844544095665172,91000.0,10.5,14155.0,8385.0,0.5923701872129989,71,250.759338378906,78,275.540496826172,86,301.680297851563,108,357.805450439453,129,396.752166748047,141,413.623168945313,81,286.077545166016,41,144.835388183594,23,80.6819381713867,47,155.711639404297,100,307.559814453125,85,249.347290039063,,0.0,,0.0,,0.0,,0.0,1,3.07559823989868,2,5.86699533462524,13,45.9136810302734,7,24.7279930114746,3,10.5237312316895,20,66.2602691650391,24,73.8143539428711,20,58.6699523925781,2,7.06364345550537,1,3.53257036209106,2,7.01582050323486,3,9.939040184021,3,9.22679424285889,4,11.7339906692505,1,Medium Opportunity
bridle-path-sunnybrook-york-mills,8940,2140,250,0.10460251046025104,222000.0,8.2,4255.0,3255.0,0.7649823736780259,44,442.745025634766,46,459.448669433594,43,423.228332519531,35,325.581390380859,47,405.522003173828,40,329.570739746094,53,533.306518554688,30,299.640441894531,19,187.007873535156,45,418.604644775391,96,828.300231933594,71,584.988037109375,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,13,130.81103515625,6,59.9280853271484,5,49.2125968933105,3,27.9069766998291,3,25.8843822479248,14,115.349754333496,3,30.1871604919434,3,29.9640426635742,,0.0,1,9.30232524871826,,0.0,4,32.9570732116699,0,High Opportunity
